danbooru_tag,base_tag,is_variant,franchise,post_count
medb_(lostroom_outfit)_(fate),medb_(fate),1,Fate,23
nero_claudius_(lostroom_outfit)_(fate),nero_claudius_(fate),1,Fate,23
van_gogh_(city_where_dreams_are_born)_(fate),van_gogh_(fate),1,Fate,23
zenobia_(cruising_date)_(fate),zenobia_(fate),1,Fate,23
sugitani_zenjubou_(second_ascension)_(fate),sugitani_zenjubou_(fate),1,Fate,23
huyan_zhuo_(heartbeat_iron_clubs)_(fate),huyan_zhuo_(fate),1,Fate,23
tutankhamun_(second_ascension)_(fate),tutankhamun_(fate),1,Fate,23
biscione_(third_ascension)_(fate),biscione_(fate),1,Fate,23
nezha_(third_ascension)_(fate),nezha_(fate),1,Fate,23
oryou_(dragon)_(fate),oryou_(fate),1,Fate,23
medusa_(lancer)_(third_ascension)_(fate),medusa_(fate),1,Fate,23
artoria_caster_(over_the_same_sky)_(fate),artoria_caster_(fate),1,Fate,23
oberon_(celebratory_attire)_(fate),oberon_(fate),1,Fate,23
takeda_shingen_(second_ascension)_(fate),takeda_shingen_(fate),1,Fate,23
atalanta_(formal_dress)_(fate),atalanta_(fate),1,Fate,22
artoria_pendragon_(lancer)_(formal_dress)_(fate),artoria_pendragon_(fate),1,Fate,22
wolfgang_amadeus_mozart_(formal_dress)_(fate),wolfgang_amadeus_mozart_(fate),1,Fate,22
suzuka_gozen_(heavenly_demon_princess)_(fate),suzuka_gozen_(fate),1,Fate,22
euryale_(lostroom_outfit)_(fate),euryale_(fate),1,Fate,22
helena_blavatsky_(lostroom_outfit)_(fate),helena_blavatsky_(fate),1,Fate,22
gilgamesh_(talk_of_the_hot_sands)_(fate),gilgamesh_(fate),1,Fate,22
minamoto_no_raikou_(stitching_for_your_beloved_one)_(fate),minamoto_no_raikou_(fate),1,Fate,22
archer_(black_swimmer)_(fate),archer_(fate),1,Fate,22
charlotte_corday_(second_ascension)_(fate),charlotte_corday_(fate),1,Fate,22
caenis_(swimsuit_rider)_(second_ascension)_(fate),caenis_(fate),1,Fate,22
kriemhild_(second_ascension)_(fate),kriemhild_(fate),1,Fate,22
huyan_zhuo_(third_ascension)_(fate),huyan_zhuo_(fate),1,Fate,22
ushi_gozen_(avenger)_(second_ascension)_(fate),ushi_gozen_(fate),1,Fate,22
tenochtitlan_(ancient_mexico_exhibition)_(fate),tenochtitlan_(fate),1,Fate,22
gareth_(third_ascension)_(fate),gareth_(fate),1,Fate,22
marine_nemo_(santa)_(fate),marine_nemo_(fate),1,Fate,22
bedivere_(servant_summer_festival!_2018_swimsuit)_(fate),bedivere_(fate),1,Fate,22
grigori_rasputin_(third_ascension)_(fate),grigori_rasputin_(fate),1,Fate,22
caenis_(jk_move)_(fate),caenis_(fate),1,Fate,22
takasugi_shinsaku_(third_ascension)_(fate),takasugi_shinsaku_(fate),1,Fate,22
gilgamesh_(honkai:_star_rail)_(fate),gilgamesh_(fate),1,Fate,22
nero_claudius_(battle_olympia)_(fate),nero_claudius_(fate),1,Fate,21
altera_(casual_vacances)_(fate),altera_(fate),1,Fate,21
antonio_salieri_(third_ascension)_(fate),antonio_salieri_(fate),1,Fate,21
mordred_(swimsuit_rider)_(third_ascension)_(fate),mordred_(fate),1,Fate,21
okita_souji_alter_(swimsuit_saber)_(third_ascension)_(fate),okita_souji_alter_(fate),1,Fate,21
antonio_salieri_(human)_(fate),antonio_salieri_(fate),1,Fate,21
ibuki_douji_(event_portrait)_(fate),ibuki_douji_(fate),1,Fate,21
locusta_(second_ascension)_(fate),locusta_(fate),1,Fate,21
leonardo_da_vinci_(chinese_ver._4th_anniversary)_(fate),leonardo_da_vinci_(fate),1,Fate,21
baobhan_sith_(comiket_103)_(fate),baobhan_sith_(fate),1,Fate,21
richard_i_(third_ascension)_(fate),richard_i_(fate),1,Fate,21
napoleon_bonaparte_(welcome_to_the_traveling_circus!)_(fate),napoleon_bonaparte_(fate),1,Fate,21
fuuma_kotarou_(third_ascension)_(fate),fuuma_kotarou_(fate),1,Fate,21
typhon_ephemeros_(third_ascension)_(fate),typhon_ephemeros_(fate),1,Fate,21
artoria_caster_(hopewill_camelot)_(fate),artoria_caster_(fate),1,Fate,21
tenochtitlan_(celebratory_attire)_(fate),tenochtitlan_(fate),1,Fate,21
yamanami_keisuke_(second_ascension)_(fate),yamanami_keisuke_(fate),1,Fate,21
typhon_ephemeros_(chaos_tide)_(fate),typhon_ephemeros_(fate),1,Fate,21
mysterious_heroine_xx_(festival_outfit)_(fate),mysterious_heroine_xx_(fate),1,Fate,20
atalanta_(traveling_outfit)_(fate),atalanta_(fate),1,Fate,20
wolfgang_amadeus_mozart_(traveling_outfit)_(fate),wolfgang_amadeus_mozart_(fate),1,Fate,20
frankenstein's_monster_(formal_dress)_(fate),frankenstein's_monster_(fate),1,Fate,20
jeanne_d'arc_(anniversary_heroines)_(fate),jeanne_d'arc_(fate),1,Fate,20
chevalier_d'eon_(sugar_vacation)_(fate),chevalier_d'eon_(fate),1,Fate,20
nero_claudius_(rose_vacances)_(fate),nero_claudius_(fate),1,Fate,20
cu_chulainn_(blue_casual_jacket)_(fate),cu_chulainn_(fate),1,Fate,20
karna_(brahma's_god_brace)_(fate),karna_(fate),1,Fate,20
li_shuwen_(young)_(first_ascension)_(fate),li_shuwen_(fate),1,Fate,20
sei_shounagon_(swimsuit_berserker)_(third_ascension)_(fate),sei_shounagon_(fate),1,Fate,20
artoria_caster_(counter_stretch)_(fate),artoria_caster_(fate),1,Fate,20
morgan_le_fay_(apex)_(fate),morgan_le_fay_(fate),1,Fate,20
queen_draco_(event_portrait)_(fate),queen_draco_(fate),1,Fate,20
mephistopheles_(third_ascension)_(fate),mephistopheles_(fate),1,Fate,20
shuten_douji_(sukeban)_(fate),shuten_douji_(fate),1,Fate,20
osakabehime_(swimsuit_archer)_(final_ascension)_(fate),osakabehime_(fate),1,Fate,20
romulus_quirinus_(second_ascension)_(fate),romulus_quirinus_(fate),1,Fate,20
romulus-quirinus_(second_ascension)_(fate),romulus-quirinus_(fate),1,Fate,20
scathach-skadi_(festival_outfit)_(fate),scathach-skadi_(fate),1,Fate,20
altera_(first_ascension)_(fate),altera_(fate),1,Fate,20
scathach_skadi_(festival_outfit)_(fate),scathach_skadi_(fate),1,Fate,19
florence_nightingale_(formal_dress)_(fate),florence_nightingale_(fate),1,Fate,19
siduri_(from_uruk)_(fate),siduri_(fate),1,Fate,19
tomoe_gozen_(merely_red)_(fate),tomoe_gozen_(fate),1,Fate,19
charlotte_corday_(midnight_tension)_(fate),charlotte_corday_(fate),1,Fate,19
cu_chulainn_alter_(under_the_same_sky)_(fate),cu_chulainn_alter_(fate),1,Fate,19
marie_antoinette_(under_the_same_sky)_(fate),marie_antoinette_(fate),1,Fate,19
abigail_williams_(winter_caravan_online_2021)_(fate),abigail_williams_(fate),1,Fate,19
ushiwakamaru_(chaldea_lifesavers)_(fate),ushiwakamaru_(fate),1,Fate,19
hector_(sheep_counting_lullaby)_(fate),hector_(fate),1,Fate,19
elizabeth_bathory_(sweet_room_dream)_(fate),elizabeth_bathory_(fate),1,Fate,19
ashwatthama_(second_ascension)_(fate),ashwatthama_(fate),1,Fate,19
abigail_williams_(heart_of_cooking)_(fate),abigail_williams_(fate),1,Fate,19
caenis_(third_ascension)_(fate),caenis_(fate),1,Fate,19
kazuradrop_(celeb_summer_experience_dress)_(fate),kazuradrop_(fate),1,Fate,19
oda_nobunaga_(dream_portrait)_(fate),oda_nobunaga_(fate),1,Fate,19
shuten_douji_(bunny_girl_style)_(fate),shuten_douji_(fate),1,Fate,19
vritra_(young)_(fate),vritra_(fate),1,Fate,19
europa_(third_ascension)_(fate),europa_(fate),1,Fate,19
europa_(second_ascension)_(fate),europa_(fate),1,Fate,19
arjuna_alter_(second_ascension)_(fate),arjuna_alter_(fate),1,Fate,19
habetrot_(celebratory_attire)_(fate),habetrot_(fate),1,Fate,19
toudou_heisuke_(second_ascension)_(fate),toudou_heisuke_(fate),1,Fate,19
enkidu_(lawson_2018)_(fate),enkidu_(fate),1,Fate,19
charles-henri_sanson_(traveling_outfit)_(fate),charles-henri_sanson_(fate),1,Fate,18
scathach_(traveling_outfit)_(fate),scathach_(fate),1,Fate,18
ereshkigal_(flower_sunshine)_(fate),ereshkigal_(fate),1,Fate,18
ibaraki_douji_(dress_for_demons)_(fate),ibaraki_douji_(fate),1,Fate,18
elizabeth_bathory_(corroded)_(fate),elizabeth_bathory_(fate),1,Fate,18
edmond_dantes_(second_ascension)_(fate),edmond_dantes_(fate),1,Fate,18
mary_read_(swimsuit_archer)_(second_ascension)_(fate),mary_read_(fate),1,Fate,18
sei_shounagon_(swimsuit_berserker)_(second_ascension)_(fate),sei_shounagon_(fate),1,Fate,18
artoria_caster_(concept_dress)_(fate),artoria_caster_(fate),1,Fate,18
saitou_hajime_(dream_portrait)_(fate),saitou_hajime_(fate),1,Fate,18
barghest_(swimsuit_archer)_(third_ascension)_(fate),barghest_(fate),1,Fate,18
izumo_no_okuni_(second_ascension)_(fate),izumo_no_okuni_(fate),1,Fate,18
edmond_dantes_(flames_of_applause)_(fate),edmond_dantes_(fate),1,Fate,18
gilgamesh_(wada_arco_exhibition)_(fate),gilgamesh_(fate),1,Fate,18
diarmuid_ua_duibhne_(lancer)_(second_ascension)_(fate),diarmuid_ua_duibhne_(fate),1,Fate,18
artoria_pendragon_(dream_portrait)_(fate),artoria_pendragon_(fate),1,Fate,18
tezcatlipoca_(wild_gunman)_(fate),tezcatlipoca_(fate),1,Fate,18
enkidu_(fgo_x_lawson_2018)_(fate),enkidu_(fate),1,Fate,18
gray_(over_the_same_sky)_(fate),gray_(fate),1,Fate,18
sasaki_kojirou_(third_ascension)_(fate),sasaki_kojirou_(fate),1,Fate,18
altera_(third_ascension)_(fate),altera_(fate),1,Fate,18
arthur_pendragon_(formal_dress)_(fate),arthur_pendragon_(fate),1,Fate,17
kiyohime_(traveling_outfit)_(fate),kiyohime_(fate),1,Fate,17
romulus_(formal_dress)_(fate),romulus_(fate),1,Fate,17
ushiwakamaru_(formal_dress)_(fate),ushiwakamaru_(fate),1,Fate,17
cu_chulainn_(caster)_(formal_dress)_(fate),cu_chulainn_(fate),1,Fate,17
gilgamesh_(formal_dress)_(fate),gilgamesh_(fate),1,Fate,17
murasaki_shikibu_(good_job!)_(fate),murasaki_shikibu_(fate),1,Fate,17
astolfo_(tour_outfit)_(fate),astolfo_(fate),1,Fate,17
beowulf_(muscle_cavalier)_(fate),beowulf_(fate),1,Fate,17
saber_(avalon_celebrate)_(fate),saber_(fate),1,Fate,17
nero_claudius_(mythology_mystic_code_of_emperor)_(fate),nero_claudius_(fate),1,Fate,17
tamamo_no_mae_(moon_crux)_(fate),tamamo_no_mae_(fate),1,Fate,17
alexander_(chaldea_beach_volleyball)_(fate),alexander_(fate),1,Fate,17
tamamo_no_mae_(the_faithful_dog_who_waits)_(fate),tamamo_no_mae_(fate),1,Fate,17
elizabeth_bathory_(beach_bloody_demoness)_(fate),elizabeth_bathory_(fate),1,Fate,17
okita_souji_alter_(third_ascension)_(fate),okita_souji_alter_(fate),1,Fate,17
medb_(swimsuit_saber)_(third_ascension)_(fate),medb_(fate),1,Fate,17
kijo_kouyou_(second_ascension)_(fate),kijo_kouyou_(fate),1,Fate,17
wu_zetian_(swimsuit_caster)_(second_ascension)_(fate),wu_zetian_(fate),1,Fate,17
ashiya_douman_(event_portrait)_(fate),ashiya_douman_(fate),1,Fate,17
scathach_(event_portrait)_(fate),scathach_(fate),1,Fate,17
suzuka_gozen_(swimsuit_rider)_(third_ascension)_(fate),suzuka_gozen_(fate),1,Fate,17
daikokuten_(third_ascension)_(fate),daikokuten_(fate),1,Fate,17
abigail_williams_(exhibition_attire)_(fate),abigail_williams_(fate),1,Fate,17
yui_shousetsu_(exhibition_attire)_(fate),yui_shousetsu_(fate),1,Fate,17
bartholomew_roberts_(smiley_summer_wear)_(fate),bartholomew_roberts_(fate),1,Fate,17
engineer_nemo_(santa)_(fate),engineer_nemo_(fate),1,Fate,17
murasaki_shikibu_(bunny_girl_style)_(fate),murasaki_shikibu_(fate),1,Fate,17
achilles_(mentor_and_i)_(fate),achilles_(fate),1,Fate,17
atalanta_(third_ascension)_(fate),atalanta_(fate),1,Fate,17
oberon_(kyomaf_2023)_(fate),oberon_(fate),1,Fate,17
constantine_xi_(animate_girls_festival_2022)_(fate),constantine_xi_(fate),1,Fate,17
gawain_(celebratory_attire)_(fate),gawain_(fate),1,Fate,17
duryodhana_(second_ascension)_(fate),duryodhana_(fate),1,Fate,17
kama_(lawson)_(fate),kama_(fate),1,Fate,17
cu_chulainn_alter_(lawson)_(fate),cu_chulainn_alter_(fate),1,Fate,17
francesca_prelati_(third_ascension)_(fate),francesca_prelati_(fate),1,Fate,17
artoria_pendragon_(lancer_alter)_(traveling_outfit)_(fate),artoria_pendragon_(fate),1,Fate,16
nitocris_(formal_dress)_(fate),nitocris_(fate),1,Fate,16
gilgamesh_(gilgamesh_in_ny)_(fate),gilgamesh_(fate),1,Fate,16
medusa_(gudaguda_poster_girl)_(fate),medusa_(fate),1,Fate,16
penthesilea_(shining_skyscrapers)_(fate),penthesilea_(fate),1,Fate,16
atalanta_(twilight_memory)_(fate),atalanta_(fate),1,Fate,16
van_gogh_(tour_outfit)_(fate),van_gogh_(fate),1,Fate,16
ushiwakamaru_(lostroom_outfit)_(fate),ushiwakamaru_(fate),1,Fate,16
tamamo_no_mae_(fox's_night_dream)_(fate),tamamo_no_mae_(fate),1,Fate,16
jeanne_d'arc_(type-moon_racing)_(fate),jeanne_d'arc_(fate),1,Fate,16
nero_claudius_(saber_venus)_(fate),nero_claudius_(fate),1,Fate,16
kiyohime_(jurassic_dream)_(fate),kiyohime_(fate),1,Fate,16
koyanskaya_(twin_tail)_(fate),koyanskaya_(fate),1,Fate,16
xu_fu_(spare_the_idle_talk)_(fate),xu_fu_(fate),1,Fate,16
huyan_zhuo_(first_ascension)_(fate),huyan_zhuo_(fate),1,Fate,16
osakabehime_(swimsuit_archer)_(third_ascension)_(fate),osakabehime_(fate),1,Fate,16
ibuki_douji_(ruler)_(fate),ibuki_douji_(fate),1,Fate,16
medusa_(saber)_(third_ascension)_(fate),medusa_(fate),1,Fate,16
astraea_(third_ascension)_(fate),astraea_(fate),1,Fate,16
brynhild_(swimsuit_berserker)_(third_ascension)_(fate),brynhild_(fate),1,Fate,16
jeanne_d'arc_(fgo_x_pasela_resorts)_(fate),jeanne_d'arc_(fate),1,Fate,16
minamoto_no_raikou_(swimsuit_lancer)_(final_ascension)_(fate),minamoto_no_raikou_(fate),1,Fate,16
cu_chulainn_alter_(fgo_x_lawson_2017)_(fate),cu_chulainn_alter_(fate),1,Fate,16
kama_(fgo_x_lawson_2023)_(fate),kama_(fate),1,Fate,16
bradamante_(celebratory_attire)_(fate),bradamante_(fate),1,Fate,16
gareth_(celebratory_attire)_(fate),gareth_(fate),1,Fate,16
lilith_(kyomaf_2025)_(fate),lilith_(fate),1,Fate,16
francois_prelati_(third_ascension)_(fate),francois_prelati_(fate),1,Fate,16
jeanne_d'arc_(pasela_resorts)_(fate),jeanne_d'arc_(fate),1,Fate,16
okada_izou_(festival_outfit)_(fate),okada_izou_(fate),1,Fate,15
antonio_salieri_(traveling_outfit)_(fate),antonio_salieri_(fate),1,Fate,15
arjuna_(traveling_outfit)_(fate),arjuna_(fate),1,Fate,15
arthur_pendragon_(hero_on_the_beach)_(fate),arthur_pendragon_(fate),1,Fate,15
quetzalcoatl_(hot_chocolatl)_(fate),quetzalcoatl_(fate),1,Fate,15
scathach_skadi_(under_the_same_sky)_(fate),scathach_skadi_(fate),1,Fate,15
merlin_(avalon_celebrate)_(fate),merlin_(fate),1,Fate,15
mephistopheles_(the_sun_and_gold_gamblers)_(fate),mephistopheles_(fate),1,Fate,15
nero_claudius_(joint_recital)_(fate),nero_claudius_(fate),1,Fate,15
cu_chulainn_alter_(outrage)_(fate),cu_chulainn_alter_(fate),1,Fate,15
hector_(bar-troia)_(fate),hector_(fate),1,Fate,15
jeanne_d'arc_(capsule_servant)_(fate),jeanne_d'arc_(fate),1,Fate,15
artoria_pendragon_(lancer_alter)_(first_ascension)_(fate),artoria_pendragon_(fate),1,Fate,15
nitocris_alter_(milky_way)_(fate),nitocris_alter_(fate),1,Fate,15
tenochtitlan_(fgo_mart)_(fate),tenochtitlan_(fate),1,Fate,15
kama_(mistake)_(third_ascension)_(fate),kama_(fate),1,Fate,15
baker_nemo_(santa)_(fate),baker_nemo_(fate),1,Fate,15
professor_nemo_(santa)_(fate),professor_nemo_(fate),1,Fate,15
mori_nagayoshi_(third_ascension)_(fate),mori_nagayoshi_(fate),1,Fate,15
oberon_(artificial_rondo)_(fate),oberon_(fate),1,Fate,15
melusine_(red_hot_deviation)_(fate),melusine_(fate),1,Fate,15
brynhild_(traveling_outfit)_(fate),brynhild_(fate),1,Fate,15
nero_claudius_(wada_arco_exhibition)_(fate),nero_claudius_(fate),1,Fate,15
jeanne_d'arc_(an_encounter_in_spring)_(fate),jeanne_d'arc_(fate),1,Fate,15
tenochtitlan_(over_the_same_sky)_(fate),tenochtitlan_(fate),1,Fate,15
ashwatthama_(third_ascension)_(fate),ashwatthama_(fate),1,Fate,15
parvati_(final_ascension)_(fate),parvati_(fate),1,Fate,15
odysseus_(third_ascension)_(fate),odysseus_(fate),1,Fate,15
oberon_(over_the_same_sky)_(fate),oberon_(fate),1,Fate,15
artoria_pendragon_(celebratory_attire)_(fate),artoria_pendragon_(fate),1,Fate,15
yu_mei-ren_(celebratory_attire)_(fate),yu_mei-ren_(fate),1,Fate,15
morgan_le_fay_(a_break_in_the_rainy_season)_(fate),morgan_le_fay_(fate),1,Fate,15
yamato_takeru_(satellite_station_24-25)_(fate),yamato_takeru_(fate),1,Fate,15
scathach-skadi_(under_the_same_sky)_(fate),scathach-skadi_(fate),1,Fate,15
merlin_(takarazuka_kinen)_(fate),merlin_(fate),1,Fate,15
altera_(traveling_outfit)_(fate),altera_(fate),1,Fate,14
yan_qing_(traveling_outfit)_(fate),yan_qing_(fate),1,Fate,14
boudica_(formal_dress)_(fate),boudica_(fate),1,Fate,14
sakata_kintoki_(formal_dress)_(fate),sakata_kintoki_(fate),1,Fate,14
altera_(sweet_crystal)_(fate),altera_(fate),1,Fate,14
astolfo_(angel_breath)_(fate),astolfo_(fate),1,Fate,14
ishtar_(under_the_same_sky)_(fate),ishtar_(fate),1,Fate,14
asterios_(formal_dress)_(fate),asterios_(fate),1,Fate,14
rama_(muscle_cavalier)_(fate),rama_(fate),1,Fate,14
hector_(void_dust_shaved_ice)_(fate),hector_(fate),1,Fate,14
saber_(first_sunrise)_(fate),saber_(fate),1,Fate,14
karna_(gateau_au_chocolat)_(fate),karna_(fate),1,Fate,14
bedivere_(silver_butler)_(fate),bedivere_(fate),1,Fate,14
helena_blavatsky_(cosmo_chaldea_high_school)_(fate),helena_blavatsky_(fate),1,Fate,14
mochizuki_chiyome_(water_shine)_(fate),mochizuki_chiyome_(fate),1,Fate,14
jeanne_d'arc_(swimsuit_archer)_(third_ascension)_(fate),jeanne_d'arc_(fate),1,Fate,14
dobrynya_nikitich_(dream_portrait)_(fate),dobrynya_nikitich_(fate),1,Fate,14
cu_chulainn_alter_(dream_portrait)_(fate),cu_chulainn_alter_(fate),1,Fate,14
britomart_(first_ascension)_(fate),britomart_(fate),1,Fate,14
kama_(exhibition_attire)_(fate),kama_(fate),1,Fate,14
nurse_nemo_(santa)_(fate),nurse_nemo_(fate),1,Fate,14
merlin_(fgo_x_takarazuka_kinen)_(fate),merlin_(fate),1,Fate,14
tiamat_(comiket_94_bikini)_(fate),tiamat_(fate),1,Fate,14
baobhan_sith_(chinese_ver._8th_anniversary)_(fate),baobhan_sith_(fate),1,Fate,14
paracelsus_von_hohenheim_(third_ascension)_(fate),paracelsus_von_hohenheim_(fate),1,Fate,14
achilles_(third_ascension)_(fate),achilles_(fate),1,Fate,14
saitou_hajime_(the_grinning_man_of_the_beach)_(fate),saitou_hajime_(fate),1,Fate,14
ashiya_douman_(celebratory_attire)_(fate),ashiya_douman_(fate),1,Fate,14
merlin_(celebratory_attire)_(fate),merlin_(fate),1,Fate,14
xu_fu_(celebratory_attire)_(fate),xu_fu_(fate),1,Fate,14
melusine_(over_the_same_sky)_(fate),melusine_(fate),1,Fate,14
typhon_ephemeros_(over_the_same_sky)_(fate),typhon_ephemeros_(fate),1,Fate,14
ereshkigal_(festival_outfit)_(fate),ereshkigal_(fate),1,Fate,13
helena_blavatsky_(festival_outfit)_(fate),helena_blavatsky_(fate),1,Fate,13
altera_(formal_dress)_(fate),altera_(fate),1,Fate,13
mephistopheles_(formal_dress)_(fate),mephistopheles_(fate),1,Fate,13
mata_hari_(mata_hari's_tavern)_(fate),mata_hari_(fate),1,Fate,13
edmond_dantes_(spring_equinox_travelogue)_(fate),edmond_dantes_(fate),1,Fate,13
euryale_(twin_star_divas)_(fate),euryale_(fate),1,Fate,13
tristan_(knights_of_marines)_(fate),tristan_(fate),1,Fate,13
bedivere_(knights_of_marines)_(fate),bedivere_(fate),1,Fate,13
caenis_(like_a_bird)_(fate),caenis_(fate),1,Fate,13
tamamo_no_mae_(vacances_d'ete)_(fate),tamamo_no_mae_(fate),1,Fate,13
karna_(flower_co-ordinator)_(fate),karna_(fate),1,Fate,13
medusa_(charming_bunny)_(fate),medusa_(fate),1,Fate,13
altera_(sweet_devil)_(fate),altera_(fate),1,Fate,13
astolfo_(apocrypha_epilogue)_(fate),astolfo_(fate),1,Fate,13
vritra_(ocean_flyer)_(fate),vritra_(fate),1,Fate,13
marie_antoinette_(fgo_x_takarazuka_kinen)_(fate),marie_antoinette_(fate),1,Fate,13
wolfgang_amadeus_mozart_(fgo_orchestra)_(fate),wolfgang_amadeus_mozart_(fate),1,Fate,13
meltryllis_(star's_holiday)_(fate),meltryllis_(fate),1,Fate,13
constantine_xi_(event_portrait)_(fate),constantine_xi_(fate),1,Fate,13
locusta_(final_ascension)_(fate),locusta_(fate),1,Fate,13
grigori_rasputin_(second_ascension)_(fate),grigori_rasputin_(fate),1,Fate,13
chiron_(mentor_and_i)_(fate),chiron_(fate),1,Fate,13
diarmuid_ua_duibhne_(saber)_(third_ascension)_(fate),diarmuid_ua_duibhne_(fate),1,Fate,13
paris_(third_ascension)_(fate),paris_(fate),1,Fate,13
xiang_yu_(third_ascension)_(fate),xiang_yu_(fate),1,Fate,13
cu_chulainn_(celebratory_attire)_(fate),cu_chulainn_(fate),1,Fate,13
wu_zetian_(celebratory_attire)_(fate),wu_zetian_(fate),1,Fate,13
hijikata_toshizou_(over_the_same_sky)_(fate),hijikata_toshizou_(fate),1,Fate,13
marie_antoinette_(takarazuka_kinen)_(fate),marie_antoinette_(fate),1,Fate,13
jeanne_d'arc_alter_(takarazuka_kinen)_(fate),jeanne_d'arc_alter_(fate),1,Fate,13
anastasia_(festival_outfit)_(fate),anastasia_(fate),1,Fate,12
frankenstein's_monster_(christmas)_(fate),frankenstein's_monster_(fate),1,Fate,12
karna_(traveling_outfit)_(fate),karna_(fate),1,Fate,12
wu_zetian_(formal_dress)_(fate),wu_zetian_(fate),1,Fate,12
saber_(under_the_same_sky)_(fate),saber_(fate),1,Fate,12
saitou_hajime_(tour_outfit)_(fate),saitou_hajime_(fate),1,Fate,12
fergus_mac_roich_(muscle_cavalier)_(fate),fergus_mac_roich_(fate),1,Fate,12
stheno_(twin_star_divas)_(fate),stheno_(fate),1,Fate,12
oda_nobukatsu_(welcome_diner)_(fate),oda_nobukatsu_(fate),1,Fate,12
hildr_(valkyrie_style)_(fate),hildr_(fate),1,Fate,12
gawain_(knights_of_marines)_(fate),gawain_(fate),1,Fate,12
katou_danzou_(first_valentine)_(fate),katou_danzou_(fate),1,Fate,12
antonio_salieri_(masquerade_of_the_vampire)_(fate),antonio_salieri_(fate),1,Fate,12
semiramis_(bitter_jewel)_(fate),semiramis_(fate),1,Fate,12
calamity_jane_(hide_hunter)_(fate),calamity_jane_(fate),1,Fate,12
gawain_(like_a_lady)_(fate),gawain_(fate),1,Fate,12
asclepius_(my_student_council)_(fate),asclepius_(fate),1,Fate,12
astolfo_(type-moon_racing)_(fate),astolfo_(fate),1,Fate,12
astolfo_(candy_pink)_(fate),astolfo_(fate),1,Fate,12
nursery_rhyme_(animejapan_2018)_(fate),nursery_rhyme_(fate),1,Fate,12
saber_(summer_memory)_(fate),saber_(fate),1,Fate,12
morgan_le_fay_(jade_hairpin)_(fate),morgan_le_fay_(fate),1,Fate,12
artoria_caster_(springtime_koto_strings)_(fate),artoria_caster_(fate),1,Fate,12
xuangzang_sanzang_(dancing_on_lotus_blossom)_(fate),xuangzang_sanzang_(fate),1,Fate,12
constantine_xi_(eternal_roma)_(fate),constantine_xi_(fate),1,Fate,12
gareth_(swimsuit_saber)_(third_ascension)_(fate),gareth_(fate),1,Fate,12
ibaraki_douji_(jiangshi_attack)_(fate),ibaraki_douji_(fate),1,Fate,12
marie_antoinette_alter_(exhibition_attire)_(fate),marie_antoinette_alter_(fate),1,Fate,12
tutankhamun_(third_ascension)_(fate),tutankhamun_(fate),1,Fate,12
miyamoto_musashi_(phantasmal_dress)_(fate),miyamoto_musashi_(fate),1,Fate,12
johanna_(a_reward_for_your_studies)_(fate),johanna_(fate),1,Fate,12
brynhild_(valkyrie_style)_(fate),brynhild_(fate),1,Fate,12
